ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-9257,Source2,2,2017-01-02 17:06:40,2017-01-02 17:36:22,38.452896,-121.395798,,,0.01,Accident on Calvine Rd Westbound at Cliffcrest Dr.,Cliffcrest Dr,Sacramento,Sacramento,CA,95828,US,US/Pacific,KSAC,2017-01-02 16:53:00,48.0,,80.0,30.02,10.0,SSE,10.4,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-9282,Source2,2,2017-01-02 18:38:36,2017-01-02 19:08:11,38.92325200000001,-121.055962,,,0.01,Accident on Lincoln Way at Foresthill Rd.,Foresthill Rd,Auburn,Placer,CA,95603,US,US/Pacific,KAUN,2017-01-02 18:35:00,39.2,33.6,93.0,30.02,10.0,SSE,8.1,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-9356,Source2,3,2017-01-03 08:05:00,2017-01-03 08:47:02,37.74067700000001,-122.196281,,,0.01,Right hand shoulder blocked due to accident on I-880 Northbound near Exit 36 Hegenberger Rd.,I-880 N,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,2017-01-03 07:53:00,50.0,,100.0,30.04,10.0,ESE,9.2,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9700,Source2,3,2017-01-04 21:49:46,2017-01-04 22:19:27,38.55418,-121.689552,,,0.01,Accident on I-80 Westbound at Exit 75 Mace Blvd.,I-80 W,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,2017-01-04 21:40:00,46.4,,100.0,29.99,8.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-10125,Source2,2,2017-01-07 07:40:58,2017-01-07 08:10:31,37.693943,-122.049286,,,0.01,Accident on I-580 Westbound at Exit 37 Grove Way.,I-580 W,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,2017-01-07 07:54:00,53.1,,77.0,29.92,10.0,SSE,17.3,0.02,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-10178,Source2,3,2017-01-07 16:10:40,2017-01-07 16:55:20,37.827106,-122.29615,,,0.01,Accident on I-580 Eastbound at Exits 8B 19A I-80 I-580.,I-80 E,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2017-01-07 15:53:00,60.1,,80.0,29.98,7.0,SE,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-10401,Source2,2,2017-01-09 02:13:26,2017-01-09 02:58:04,37.385529,-121.975868,,,0.01,Right hand shoulder blocked due to multi-vehicle accident on US-101 Northbound at Exit 393 Great America Pkwy.,US-101 N,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,2017-01-09 01:53:00,57.0,,87.0,29.97,9.0,West,10.4,0.11,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-10505,Source2,3,2017-01-10 00:35:45,2017-01-10 01:05:01,37.381351,-121.859787,,,0.01,Slow lane blocked and right hand shoulder blocked due to accident now on the shoulder on I-680 Southbound at Exit 4 Berryessa Rd.,Sinclair Fwy S,San Jose,Santa Clara,CA,95133,US,US/Pacific,KRHV,2017-01-10 06:52:00,53.6,,94.0,30.01,3.0,ESE,6.9,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-10525,Source2,2,2017-01-10 03:57:59,2017-01-10 04:42:43,38.424171,-122.046333,,,0.01,Accident on Pleasants Valley Rd both ways at Cantelow Rd.,Pleasants Valley Rd,Vacaville,Solano,CA,95688-9002,US,US/Pacific,KVCB,2017-01-10 04:00:00,53.1,,96.0,29.98,3.0,South,9.2,0.03,Rain,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-10660,Source2,2,2017-01-10 18:51:23,2017-01-10 19:21:09,38.184067,-121.84301,,,0.01,Multi-vehicle accident on CA-12 Rio Vista Rd at Olsen Rd.,Olsen Rd,Birds Landing,Solano,CA,94512,US,US/Pacific,KSUU,2017-01-10 18:48:00,57.2,,94.0,29.63,6.0,South,18.4,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-10711,Source2,2,2017-01-11 00:34:12,2017-01-11 01:18:57,38.474407,-121.419067,,,0.01,Accident on Stockton Blvd around Mack Rd.,Stockton Blvd,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2017-01-11 00:24:00,53.1,,93.0,29.72,10.0,SW,12.7,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-10762,Source2,2,2017-01-11 11:32:20,2017-01-11 12:16:58,37.638237,-120.906998,,,0.01,Accident on CA-132 Yosemite Blvd near B St.,Yosemite Blvd,Modesto,Stanislaus,CA,95357-0503,US,US/Pacific,KMOD,2017-01-11 11:53:00,57.0,,67.0,29.94,10.0,NW,4.6,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-10807,Source2,3,2017-01-11 18:39:22,2017-01-11 19:09:22,37.910275,-122.322517,,,0.01,Accident on I-580 Eastbound at Exit 11 Bayview Ave.,I-580 W,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,2017-01-11 18:53:00,50.0,,74.0,29.9,10.0,North,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-11202,Source2,2,2017-01-15 07:10:04,2017-01-15 08:09:34,38.189194,-121.29451,,,0.01,Accident on County Hwy-J10 Lower Sacramento Rd both ways at County Hwy-J12 Peltier Rd.,N Lower Sacramento Rd,Acampo,San Joaquin,CA,95220,US,US/Pacific,KSCK,2017-01-15 06:55:00,35.1,,100.0,30.15,0.2,Calm,,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-11220,Source2,2,2017-01-15 13:19:35,2017-01-15 13:49:11,37.638725,-120.847694,,,0.01,Accident on CA-132 Yosemite Blvd Westbound at County Hwy-J14 Albers Rd.,Yosemite Blvd,Modesto,Stanislaus,CA,95357-1852,US,US/Pacific,KMOD,2017-01-15 12:53:00,45.0,,82.0,30.15,8.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-11338,Source2,2,2017-01-16 19:43:56,2017-01-16 20:13:39,37.641872,-122.405899,,,0.01,#1 lane blocked due to accident on US-101 Northbound at Exits 423A 423B 423C I-380.,US-101 N,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,2017-01-16 19:56:00,50.0,,66.0,30.12,10.0,NNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-11407,Source2,2,2017-01-17 11:25:40,2017-01-17 11:55:25,37.783756,-120.858055,,,0.01,Accident on CA-120 Valley Home Rd both ways at River Rd.,River Rd,Oakdale,Stanislaus,CA,95361-9701,US,US/Pacific,KMOD,2017-01-17 11:53:00,48.0,,71.0,30.17,5.0,West,5.8,,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-11497,Source2,2,2017-01-17 22:36:26,2017-01-17 23:21:10,38.722607,-121.382561,,,0.0,Accident on Rock Bound Ct in Sacramento.,Rock Bound Ct,Antelope,Sacramento,CA,95843-5514,US,US/Pacific,KMCC,2017-01-17 22:30:00,41.0,38.0,100.0,30.14,2.5,East,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-11857,Source2,2,2017-01-19 18:49:11,2017-01-19 19:18:54,36.929893,-121.80576299999998,,,0.01,Multi-vehicle accident on CA-1 Northbound at Exit 428 Buena Vista Dr.,State Highway 1,Watsonville,Santa Cruz,CA,95076,US,US/Pacific,KWVI,2017-01-19 18:53:00,50.0,,89.0,29.84,10.0,Calm,,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-11888,Source2,2,2017-01-19 21:19:53,2017-01-19 22:03:23,38.544781,-121.473984,,,0.01,#1 lane blocked due to accident on CA-99 Southbound before Sutterville Rd.,CA-99 S,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2017-01-19 20:53:00,50.0,,86.0,29.75,10.0,SSE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-11945,Source2,3,2017-01-20 08:56:37,2017-01-20 09:26:17,37.690762,-122.093636,,,0.01,Accident on I-580 Westbound at Exits 34 35 I-238.,I-580 W,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2017-01-20 08:54:00,51.1,,86.0,29.39,10.0,SSE,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-11991,Source2,2,2017-01-20 14:03:14,2017-01-20 14:32:48,37.145508,-121.98497,,,0.01,Accident on CA-17 Santa Cruz Hwy Northbound at CA-35 Summit Rd.,Santa Cruz Hwy,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,2017-01-20 13:57:00,51.1,,74.0,29.37,9.0,West,26.5,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-12227,Source2,2,2017-01-22 15:08:39,2017-01-22 15:53:28,37.884373,-122.17971,,,0.01,Accident on CA-24 Westbound at Exit 10 Saint Stephens Dr.,CA-24 W,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,2017-01-22 14:53:00,53.1,,66.0,29.63,10.0,SSE,10.4,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-12587,Source2,3,2017-01-25 09:35:31,2017-01-25 10:05:09,37.644966,-122.093864,,,0.01,Accident on I-880 Northbound near Exit 27 CA-92 Jackson St.,I-880 N,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,2017-01-25 09:30:00,46.9,,68.0,30.33,10.0,South,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-12702,Source2,2,2017-01-25 20:41:34,2017-01-25 21:11:20,38.467815,-123.010284,,,0.01,Accident on CA-116 Eastbound at Church St.,Highway 116,Monte Rio,Sonoma,CA,95462-9747,US,US/Pacific,KSTS,2017-01-25 20:53:00,44.1,,89.0,30.34,10.0,Calm,,,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-12726,Source2,2,2017-01-25 22:40:33,2017-01-25 23:10:15,37.386898,-121.99601,,,0.01,Slow lane blocked due to accident on County Hwy-G2 Lawrence Expy Northbound at Duane Ave.,E Duane Ave,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,2017-01-25 22:56:00,43.0,,86.0,30.41,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-13120,Source2,2,2016-10-22 11:29:29,2016-10-22 12:14:10,38.510448,-121.460121,,,0.01,Right hand shoulder blocked due to accident on CA-99 Northbound at Exits 294A 294B 47th Ave.,CA-99 S,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2016-10-22 11:53:00,64.9,,75.0,29.91,10.0,WNW,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-13374,Source2,3,2016-10-24 20:26:38,2016-10-24 20:55:30,37.503819,-121.962852,,,0.01,Right hand shoulder blocked due to accident on I-880 Northbound at Auto Mall Pkwy. On exit ramp.,I-880 N,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2016-10-24 20:47:00,64.4,,59.0,29.98,10.0,SE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-13408,Source2,2,2016-10-24 22:44:32,2016-10-24 23:29:17,37.410526,-120.850052,,,0.0,Accident on 4th St at CA-165 Lander Ave.,Lander Ave,Hilmar,Merced,CA,95324-8331,US,US/Pacific,KMER,2016-10-24 22:35:00,62.6,,59.0,30.02,8.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-13527,Source2,2,2016-10-25 14:29:13,2016-10-25 15:13:43,38.2556,-121.440079,,,0.01,Accident on County Hwy-J8 Franklin Blvd at County Hwy-J8 Franklin Blvd Thornton Rd.,Franklin Blvd,Galt,Sacramento,CA,95632,US,US/Pacific,KSAC,2016-10-25 11:53:00,64.0,,78.0,30.08,10.0,South,4.6,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-13636,Source2,2,2016-10-26 09:56:30,2016-10-26 10:25:44,38.246574,-122.416992,,,0.01,Accident on CA-12 Fremont Dr at Central Ave.,S Central Ave,Sonoma,Sonoma,CA,95476-9704,US,US/Pacific,KO69,2016-10-26 09:55:00,60.8,,82.0,30.09,10.0,SE,3.5,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-13641,Source2,3,2016-10-26 10:39:28,2016-10-26 11:08:46,37.364319,-121.90184,,,0.01,Right hand shoulder blocked due to accident on I-880 Southbound at Exits 4B 4C US-101.,I-880 S,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2016-10-26 10:53:00,66.9,,57.0,30.06,10.0,ESE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-13699,Source2,3,2016-10-26 14:54:11,2016-10-26 15:23:55,37.869522,-122.304764,,,0.01,Accident on I-80 I-580 Westbound at Exit 11 I-580.,Eastshore Fwy W,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2016-10-26 14:53:00,72.0,,57.0,29.99,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14034,Source2,3,2016-10-30 14:30:57,2016-10-30 15:00:44,37.750683,-122.151772,,,0.01,Accident on I-580 Eastbound after Exits 29 29A 98th Ave.,I-580 E,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2016-10-30 14:53:00,64.9,,75.0,29.91,9.0,SSW,16.1,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14300,Source2,2,2016-10-31 23:49:19,2016-11-01 00:18:55,38.37114,-122.779655,,,0.0,Accident on Todd Rd at Powers Rd.,Todd Rd,Sebastopol,Sonoma,CA,95472-5234,US,US/Pacific,KSTS,2016-10-31 23:06:00,57.0,,96.0,29.93,10.0,SSW,5.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14422,Source2,3,2016-11-01 12:50:32,2016-11-01 13:20:13,37.632156,-122.437218,,,0.01,Right hand shoulder blocked due to accident on I-280 Southbound at Exits 43A 43B I-380.,I-280 S,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,2016-11-01 12:56:00,63.0,,63.0,30.11,10.0,North,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14575,Source2,2,2016-11-02 10:22:17,2016-11-02 10:51:50,38.69603,-120.887794,,,0.01,Accident on US-50 Westbound at Greenstone Rd.,El Dorado Fwy W,Placerville,El Dorado,CA,95667,US,US/Pacific,KPVF,2016-11-02 10:15:00,57.2,,51.0,30.24,10.0,SE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14843,Source2,3,2016-11-03 15:32:09,2016-11-03 16:01:48,37.741104,-121.582306,,,0.01,Accident on I-580 Westbound at Exit 63 Grant Line Rd.,I-580 W,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,2016-11-03 15:53:00,68.0,,47.0,30.1,10.0,NE,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14891,Source2,2,2016-11-03 20:03:25,2016-11-03 20:32:44,37.409328,-121.99865,,,0.01,Right hand shoulder blocked due to accident on CA-237 Eastbound at Exit 5 County Hwy-G2 Lawrence Expy.,Lawrence Expy,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,2016-11-03 19:56:00,64.9,,61.0,30.1,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-15217,Source2,3,2016-11-05 05:25:18,2016-11-05 06:09:31,38.05258900000001,-122.227448,,,0.01,Left lane blocked due to accident on I-80 Eastbound at Exit 27 Carquinez Bridge.,I-80 E,Crockett,Contra Costa,CA,94525,US,US/Pacific,KCCR,2016-11-05 05:53:00,50.0,,86.0,30.07,10.0,South,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-15510,Source2,3,2016-11-07 11:12:55,2016-11-07 11:42:29,37.812172,-122.273979,,,0.01,#2 and #3 lane blocked due to accident on I-980 Westbound at Exits 1A 1B 1C 1D Brush St.,I-980 W,Oakland,Alameda,CA,94612,US,US/Pacific,KOAK,2016-11-07 10:53:00,64.9,,81.0,30.17,10.0,Variable,4.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-15748,Source2,2,2016-11-08 11:57:23,2016-11-08 12:55:18,38.547192,-121.362366,,,0.0,Accident on Kiefer Blvd/ Eastbound at Port Dr.,S Port Dr,Sacramento,Sacramento,CA,95826-5130,US,US/Pacific,KMHR,2016-11-08 11:45:00,71.6,,60.0,30.15,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-15941,Source2,3,2016-11-09 10:56:42,2016-11-09 11:26:21,38.16074,-122.210815,,,0.01,Accident on I-80 Westbound at Exit 36 American Canyon Rd. On the median.,I-80 W,American Canyon,Napa,CA,94503,US,US/Pacific,KAPC,2016-11-09 10:54:00,69.1,,70.0,30.09,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-16235,Source2,3,2016-11-10 18:59:40,2016-11-10 19:29:28,37.698586,-122.471642,,,0.01,Accident on I-280 Southbound at Exits 49 49B CA-1.,I-280 S,Daly City,San Mateo,CA,94015,US,US/Pacific,KSFO,2016-11-10 18:56:00,69.1,,70.0,30.02,10.0,SSW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-16413,Source2,2,2016-11-11 20:35:07,2016-11-11 21:04:17,37.428417,-122.10138700000002,,,0.01,Left lane blocked due to accident on US-101 Southbound at Exits 400B 400C San Antonio Rd.,US-101 N,Palo Alto,Santa Clara,CA,94303,US,US/Pacific,KPAO,2016-11-11 19:47:00,62.6,,82.0,30.05,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-16613,Source2,2,2016-11-14 10:06:30,2016-11-14 10:35:30,37.583397,-121.209106,,,0.0,Accident on River Rd at Burkhard Rd.,River Rd,Patterson,Stanislaus,CA,95363,US,US/Pacific,KMOD,2016-11-14 10:07:00,57.9,,87.0,30.19,3.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-16617,Source2,2,2016-11-14 10:27:46,2016-11-14 10:57:30,36.85615900000001,-121.508835,,,0.0,Accident on Lucy Brown Rd at Duncan Ave.,Lucy Brown Rd,San Juan Bautista,San Benito,CA,95045-9535,US,US/Pacific,KCVH,2016-11-14 10:35:00,53.6,,100.0,30.2,1.8,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-16779,Source2,2,2016-11-15 01:56:36,2016-11-15 02:26:19,38.467033,-123.050957,,,0.01,Right hand shoulder blocked due to accident on Cazadero Hwy at CA-116.,Highway 116,Cazadero,Sonoma,CA,95421,US,US/Pacific,KSTS,2016-11-15 01:53:00,52.0,,100.0,30.11,0.5,SW,3.5,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-17081,Source2,2,2016-11-16 12:55:29,2016-11-16 13:25:17,38.489227,-122.770119,,,0.01,Accident on Fulton Rd at Parnell Rd.,Fulton Rd,Fulton,Sonoma,CA,95439-8815,US,US/Pacific,KSTS,2016-11-16 12:53:00,61.0,,41.0,30.03,10.0,WNW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-17278,Source2,3,2016-11-17 10:39:40,2016-11-17 11:23:25,38.426231,-121.487579,,,0.01,Queueing traffic due to accident on I-5 Northbound at Exit 508 Laguna Blvd.,I-5 S,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,2016-11-17 10:53:00,54.0,,59.0,30.14,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-17657,Source2,2,2016-11-18 23:49:43,2016-11-19 00:19:13,37.605999,-122.385468,,,0.01,Accident on US-101 Northbound at Exit 422 Airport Access Rd.,US-101 N,Millbrae,San Mateo,CA,94030,US,US/Pacific,KSFO,2016-11-18 23:56:00,57.9,,58.0,29.96,10.0,SSE,10.4,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-17941,Source2,2,2016-11-21 10:10:40,2016-11-21 10:40:13,36.988647,-121.982933,,,0.01,Accident on Soquel Dr at Hospital Dr.,Commercial Xing,Santa Cruz,Santa Cruz,CA,95065,US,US/Pacific,KWVI,2016-11-21 09:53:00,55.0,,93.0,30.08,10.0,Calm,,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-18108,Source2,3,2016-11-22 11:05:09,2016-11-22 11:34:31,37.847965,-122.027657,,,0.01,#2 lane blocked due to accident on I-680 Northbound before Stone Valley Rd.,I-680 N,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2016-11-22 10:53:00,57.0,,69.0,30.16,10.0,Calm,,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-18207,Source2,2,2016-11-22 19:21:15,2016-11-22 19:50:41,37.607029,-120.974251,,,0.01,Right hand shoulder blocked due to multi-vehicle accident on CA-99 Northbound at Exit 223 Hatch Rd.,CA-99 N,Ceres,Stanislaus,CA,95307,US,US/Pacific,KMOD,2016-11-22 18:53:00,53.1,,83.0,30.14,8.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-18321,Source2,2,2016-11-23 10:44:54,2016-11-23 11:14:35,38.387138,-122.741554,,,0.01,Accident on Stony Point Rd Northbound at Todd Rd.,Stony Point Rd,Santa Rosa,Sonoma,CA,95407-8081,US,US/Pacific,KSTS,2016-11-23 10:53:00,52.0,,80.0,30.31,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-18392,Source2,2,2016-11-23 16:21:06,2016-11-23 16:50:45,38.134083,-122.476372,,,0.01,Right hand shoulder blocked due to accident on CA-37 Sears Point Rd Southbound at Lakeville Hwy.,Lakeville Hwy,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,2016-11-23 16:15:00,55.4,,67.0,30.34,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
